,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
3853,0,admin.,single,secondary,no,0,yes,no,cellular,1,may,1,0,1,1,failure,no
3854,1,retired,married,secondary,no,1,no,no,cellular,0,aug,0,0,1,1,failure,no
3855,0,blue-collar,single,primary,no,1,yes,no,cellular,1,jun,0,1,1,1,failure,no
3856,0,services,single,secondary,no,1,no,yes,cellular,0,jul,0,0,1,1,failure,no
3857,1,management,single,tertiary,no,1,yes,no,cellular,1,apr,1,1,1,1,failure,no
3858,1,admin.,married,secondary,no,1,yes,no,telephone,1,oct,0,0,1,1,failure,yes
3859,0,self-employed,married,tertiary,yes,0,no,yes,cellular,0,jul,1,0,1,1,failure,no
3860,1,technician,married,secondary,yes,0,no,yes,cellular,1,jul,0,1,1,1,failure,no
3861,1,technician,married,secondary,no,0,no,yes,cellular,1,jun,0,0,1,1,failure,no
3862,0,technician,married,secondary,no,1,no,no,cellular,1,may,0,1,1,1,failure,no
3863,0,unemployed,single,secondary,no,0,no,no,cellular,0,jul,1,0,1,1,failure,no
3864,1,technician,divorced,secondary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
3865,0,services,married,secondary,no,1,yes,no,cellular,1,nov,1,0,1,1,failure,no
3866,1,management,married,secondary,no,1,no,no,cellular,1,jun,1,0,1,1,failure,no
3867,0,management,single,tertiary,no,1,yes,no,telephone,1,jul,0,1,1,1,failure,no
3868,1,self-employed,married,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
3869,0,blue-collar,single,secondary,no,1,no,no,cellular,0,jun,0,1,1,1,success,yes
3870,0,self-employed,married,tertiary,no,0,yes,no,cellular,1,may,1,0,1,1,failure,no
3871,0,management,single,tertiary,no,1,no,no,cellular,0,aug,0,1,1,1,failure,yes
3872,1,entrepreneur,married,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
3873,0,management,single,tertiary,no,1,yes,no,cellular,0,apr,1,1,1,1,failure,yes
3874,1,housemaid,married,tertiary,no,0,no,no,cellular,0,jul,0,0,1,1,failure,no
3875,1,blue-collar,single,primary,no,0,no,no,cellular,0,may,0,0,1,1,failure,no
3876,0,blue-collar,married,primary,no,0,yes,no,telephone,1,jul,1,1,1,1,failure,no
3877,0,admin.,single,secondary,no,0,no,no,cellular,1,apr,0,0,1,1,failure,no
3878,0,management,single,secondary,no,1,no,no,telephone,0,feb,0,0,1,1,failure,no
3879,1,blue-collar,married,secondary,no,1,yes,no,cellular,1,may,0,1,1,1,failure,no
3880,1,management,married,tertiary,no,0,no,no,cellular,1,nov,1,0,1,1,failure,no
3881,0,management,married,tertiary,no,1,no,no,cellular,1,nov,0,0,1,1,failure,no
3882,0,services,married,secondary,no,0,yes,no,cellular,1,may,1,1,1,1,failure,no
3883,1,blue-collar,married,primary,yes,0,yes,no,cellular,0,may,1,1,1,1,failure,no
3884,1,blue-collar,married,secondary,no,1,yes,no,cellular,0,may,1,0,1,1,failure,no
3885,0,unemployed,married,secondary,no,0,yes,no,cellular,1,nov,1,1,1,1,failure,yes
3886,0,technician,single,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
3887,0,blue-collar,married,primary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
3888,0,technician,single,secondary,no,1,yes,no,cellular,1,may,0,1,1,1,failure,no
3889,0,technician,single,secondary,no,0,no,no,cellular,0,aug,1,0,1,1,failure,yes
3890,0,services,divorced,secondary,no,0,yes,yes,cellular,1,may,1,0,1,1,failure,no
3891,1,admin.,married,secondary,no,1,yes,no,cellular,0,may,0,1,1,1,failure,no
3892,1,blue-collar,divorced,secondary,no,0,yes,no,telephone,1,apr,0,0,1,1,failure,no
3893,0,technician,single,secondary,no,0,yes,no,cellular,1,apr,1,0,1,1,failure,no
3894,0,management,single,tertiary,no,1,yes,no,cellular,1,nov,1,0,1,1,failure,no
3895,0,services,married,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
3896,0,self-employed,married,secondary,yes,0,yes,yes,cellular,1,jul,1,0,1,1,failure,no
3897,1,blue-collar,married,primary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
3898,0,management,single,tertiary,no,1,no,no,cellular,1,jan,1,0,1,1,failure,no
3899,1,technician,single,tertiary,no,0,no,no,cellular,1,aug,1,1,1,1,failure,yes
3900,0,technician,divorced,tertiary,no,1,yes,yes,cellular,1,may,0,0,1,1,failure,no
3901,0,management,single,tertiary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
3902,0,management,married,tertiary,no,0,yes,no,cellular,0,feb,0,1,1,1,failure,no
3903,0,blue-collar,divorced,primary,no,1,yes,no,cellular,0,may,0,0,1,1,failure,no
3904,1,blue-collar,married,primary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
3905,0,housemaid,single,primary,no,0,no,no,cellular,1,jun,1,1,1,1,failure,no
3906,1,housemaid,divorced,primary,no,0,no,no,cellular,1,jul,0,1,1,1,failure,no
3907,0,management,single,tertiary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
3908,1,blue-collar,married,primary,no,1,yes,no,cellular,1,apr,0,0,1,1,other,no
3909,1,blue-collar,divorced,primary,no,1,no,no,cellular,0,may,1,1,1,1,failure,yes
3910,1,retired,married,tertiary,no,1,no,no,cellular,0,aug,1,0,1,1,failure,no
3911,1,housemaid,married,primary,no,0,yes,yes,cellular,1,jun,0,1,1,1,failure,no
3912,1,technician,married,secondary,no,1,yes,no,cellular,1,may,0,0,1,1,failure,no
3913,0,blue-collar,married,secondary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
3914,1,blue-collar,married,primary,no,0,yes,yes,cellular,1,jan,0,0,1,1,failure,no
3915,1,admin.,single,tertiary,no,0,yes,no,cellular,1,nov,1,0,1,1,other,no
3916,0,technician,single,secondary,no,1,yes,yes,cellular,1,may,0,0,1,1,failure,no
3917,1,services,married,primary,no,0,yes,no,cellular,1,jul,0,1,1,1,failure,no
3918,1,management,divorced,secondary,no,0,yes,yes,cellular,0,may,0,1,1,1,failure,no
3919,1,services,married,primary,no,1,yes,no,cellular,1,may,0,0,1,1,failure,no
3920,1,blue-collar,divorced,secondary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
3921,1,self-employed,married,tertiary,no,1,no,no,cellular,0,sep,0,1,1,1,failure,no
3922,1,management,married,tertiary,no,0,yes,no,cellular,1,jun,1,1,1,1,failure,no
3923,0,unemployed,single,secondary,no,1,yes,no,cellular,1,nov,0,0,1,1,other,no
3924,1,technician,married,secondary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
3925,0,technician,single,secondary,no,1,yes,no,cellular,1,jul,0,1,1,1,failure,no
3926,0,services,married,secondary,no,1,yes,no,cellular,0,may,0,1,1,1,failure,no
3927,0,blue-collar,married,primary,no,1,yes,yes,cellular,0,jun,0,0,1,1,failure,no
3928,1,blue-collar,married,secondary,no,0,yes,yes,cellular,0,aug,1,1,1,1,failure,no
3929,1,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
3930,1,blue-collar,married,secondary,no,1,no,no,cellular,1,jul,1,0,1,1,failure,no
3931,0,blue-collar,single,secondary,no,0,yes,no,cellular,1,may,1,0,1,1,failure,no
3932,1,management,married,tertiary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
3933,1,technician,divorced,tertiary,no,1,no,no,cellular,1,jun,0,1,1,1,failure,no
3934,1,retired,divorced,primary,no,0,no,no,cellular,0,aug,1,1,1,1,failure,no
3935,1,technician,married,secondary,no,0,no,no,cellular,1,aug,1,1,1,1,failure,no
3936,1,admin.,married,primary,no,1,yes,no,cellular,0,aug,1,0,1,1,failure,no
3937,0,technician,married,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
3938,0,blue-collar,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,1,failure,no
3939,1,technician,married,secondary,no,1,no,no,telephone,1,oct,0,0,1,1,failure,no
3940,0,admin.,single,secondary,no,1,yes,no,cellular,1,jan,1,0,1,1,failure,no
3941,0,blue-collar,married,primary,no,0,no,no,cellular,1,nov,1,0,1,1,failure,no
3942,1,entrepreneur,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,1,failure,no
3943,0,services,single,secondary,yes,0,yes,yes,cellular,0,may,1,1,1,1,failure,no
3944,1,technician,married,tertiary,no,0,no,no,cellular,0,apr,1,1,1,1,failure,yes
3945,0,blue-collar,married,primary,no,1,yes,yes,cellular,0,jul,1,1,1,1,failure,no
3946,1,services,married,secondary,no,0,no,no,cellular,0,jun,0,0,1,1,failure,no
3947,1,blue-collar,divorced,primary,yes,0,yes,no,cellular,0,jun,1,1,1,1,failure,no
3948,1,blue-collar,single,primary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
3949,0,entrepreneur,single,tertiary,no,0,no,no,cellular,1,jan,1,0,1,1,failure,no
3950,0,technician,single,tertiary,no,1,no,no,cellular,1,aug,1,1,1,1,failure,no
3951,0,technician,married,tertiary,no,0,no,no,cellular,0,aug,0,0,1,1,failure,no
3952,0,services,single,tertiary,no,1,yes,no,cellular,1,jul,1,0,1,1,failure,no
3953,0,management,single,tertiary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
3954,0,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
3955,1,services,divorced,secondary,no,1,no,no,cellular,0,nov,1,0,1,1,success,yes
3956,0,blue-collar,single,secondary,no,0,yes,no,cellular,0,jul,1,1,1,1,failure,yes
3957,0,entrepreneur,married,tertiary,no,1,yes,no,cellular,1,nov,0,0,1,1,failure,no
3958,0,blue-collar,single,tertiary,no,1,no,no,cellular,1,jul,1,0,1,1,failure,no
3959,1,technician,married,secondary,no,1,yes,no,cellular,0,feb,1,1,1,1,failure,no
3960,1,services,married,secondary,no,0,yes,yes,cellular,0,may,1,0,1,1,failure,no
3961,0,management,single,tertiary,no,0,no,no,cellular,1,jul,1,0,1,1,failure,no
3962,1,blue-collar,single,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
3963,1,blue-collar,married,secondary,no,1,yes,no,cellular,1,nov,1,0,1,1,failure,no
3964,1,blue-collar,single,primary,no,0,no,no,cellular,1,jun,1,1,1,1,failure,no
3965,0,blue-collar,married,primary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
3966,0,management,married,tertiary,no,1,yes,no,cellular,0,aug,0,0,1,1,failure,no
3967,1,management,married,tertiary,no,1,yes,no,cellular,0,may,1,1,1,1,other,no
3968,0,management,married,tertiary,no,1,yes,no,cellular,1,feb,0,1,1,1,failure,no
3969,0,self-employed,married,tertiary,no,0,yes,no,cellular,0,feb,1,1,1,1,failure,no
3970,1,admin.,divorced,secondary,no,1,no,yes,cellular,1,oct,1,0,1,1,success,yes
3971,1,management,married,primary,no,1,no,no,cellular,0,nov,1,1,1,1,failure,yes
3972,1,blue-collar,married,primary,no,1,yes,no,cellular,0,may,0,0,1,1,failure,no
3973,1,technician,single,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
3974,0,student,married,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
3975,1,technician,married,secondary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
3976,1,self-employed,divorced,secondary,no,1,yes,yes,cellular,1,nov,0,0,1,1,failure,no
3977,0,management,single,tertiary,no,1,yes,no,cellular,1,may,0,1,1,1,failure,no
3978,1,management,married,tertiary,no,1,yes,no,cellular,0,feb,0,1,1,1,failure,no
3979,1,management,married,secondary,no,0,yes,no,cellular,0,jun,0,1,1,1,failure,no
3980,1,technician,married,secondary,no,0,no,no,cellular,1,may,0,1,1,1,failure,no
3981,1,management,divorced,secondary,no,1,no,no,cellular,0,aug,1,0,1,1,failure,no
3982,0,management,single,tertiary,no,0,no,no,cellular,1,jan,1,0,1,1,failure,no
3983,0,technician,married,secondary,no,0,yes,no,cellular,1,jul,0,0,1,1,failure,no
3984,0,technician,single,secondary,no,0,yes,no,cellular,0,feb,0,1,1,1,other,no
3985,1,management,married,secondary,no,0,no,no,cellular,1,nov,0,0,1,1,failure,no
3986,0,blue-collar,married,secondary,no,0,yes,no,cellular,1,jul,1,1,1,1,failure,yes
3987,0,management,married,tertiary,no,0,no,no,cellular,1,may,0,0,1,1,failure,no
3988,1,housemaid,married,primary,no,1,yes,yes,cellular,0,aug,0,1,1,1,failure,no
3989,1,retired,married,primary,no,1,no,no,cellular,0,jul,0,0,1,1,failure,no
3990,1,entrepreneur,married,secondary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,yes
3991,0,management,single,tertiary,no,0,no,no,cellular,1,may,0,0,1,1,failure,no
3992,1,admin.,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,1,failure,no
3993,0,self-employed,married,secondary,no,1,no,no,cellular,1,aug,0,1,1,1,failure,no
3994,0,student,single,tertiary,no,1,no,no,cellular,1,aug,0,1,1,1,failure,no
3995,1,technician,divorced,secondary,no,1,yes,yes,cellular,0,feb,1,0,1,1,failure,no
3996,1,entrepreneur,married,secondary,no,0,yes,yes,cellular,1,nov,1,0,1,1,failure,no
3997,0,student,single,secondary,no,0,no,no,cellular,1,aug,0,0,1,1,failure,yes
3998,0,self-employed,married,tertiary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
3999,1,retired,married,tertiary,no,1,yes,no,cellular,1,feb,0,1,1,1,failure,yes
4000,0,technician,divorced,secondary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
4001,0,blue-collar,married,secondary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
4002,1,entrepreneur,divorced,secondary,no,0,yes,no,cellular,0,feb,0,1,1,1,failure,no
4003,0,technician,married,secondary,no,1,no,no,cellular,1,jun,0,1,1,1,failure,no
4004,0,self-employed,married,tertiary,no,0,yes,no,telephone,1,jul,1,1,1,1,failure,no
4005,1,blue-collar,married,secondary,no,1,yes,no,cellular,1,apr,0,0,1,1,failure,no
4006,1,self-employed,married,primary,no,0,yes,no,telephone,1,jul,0,1,1,1,failure,no
4007,0,student,single,secondary,no,1,no,no,cellular,0,feb,0,1,1,1,failure,no
4008,1,blue-collar,married,primary,no,0,no,no,telephone,1,apr,0,1,1,1,failure,no
4009,1,admin.,married,secondary,no,0,no,no,cellular,0,jul,1,1,1,1,failure,no
4010,0,management,single,tertiary,no,0,no,yes,cellular,1,jul,1,0,1,1,failure,no
4011,0,technician,single,secondary,no,0,no,no,telephone,0,aug,0,1,1,1,failure,no
4012,1,technician,married,secondary,no,0,yes,yes,cellular,0,may,0,1,1,1,failure,no
4013,1,technician,single,primary,no,0,yes,no,cellular,1,may,0,0,1,1,failure,no
4014,0,blue-collar,married,secondary,no,1,no,no,cellular,0,jun,1,1,1,1,failure,no
4015,0,blue-collar,single,primary,no,0,no,yes,cellular,0,jun,1,0,1,1,failure,no
4016,0,management,married,tertiary,no,1,yes,yes,cellular,1,may,0,1,1,1,failure,no
4017,0,management,married,tertiary,no,0,yes,no,cellular,1,apr,0,0,1,1,failure,no
4018,0,blue-collar,single,primary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,yes
4019,0,technician,single,tertiary,no,0,no,no,cellular,1,aug,1,1,1,1,failure,no
4020,1,admin.,married,secondary,no,0,yes,no,cellular,0,feb,0,1,1,1,failure,no
4021,0,management,married,tertiary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
4022,1,technician,single,secondary,no,0,no,no,cellular,1,jun,0,1,1,1,failure,no
4023,1,blue-collar,divorced,primary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
4024,0,technician,married,tertiary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
4025,0,technician,single,secondary,no,1,yes,no,cellular,1,aug,0,1,1,1,failure,no
4026,0,management,single,tertiary,no,1,yes,no,cellular,1,aug,0,0,1,1,failure,no
4027,0,services,married,tertiary,no,1,no,no,cellular,0,dec,1,0,1,1,failure,no
4028,0,admin.,married,secondary,no,1,yes,no,cellular,1,apr,0,1,1,1,failure,no
4029,1,housemaid,married,primary,no,1,no,no,cellular,1,jun,0,0,1,1,failure,no
4030,0,blue-collar,married,primary,no,0,yes,yes,cellular,1,jan,0,1,1,1,failure,no
4031,0,blue-collar,married,secondary,no,0,yes,no,cellular,0,jul,1,1,1,1,failure,no
4032,1,management,married,tertiary,no,1,no,no,cellular,1,nov,1,1,1,1,failure,yes
4033,1,blue-collar,married,primary,no,0,yes,no,cellular,0,jun,1,1,1,1,failure,no
4034,0,admin.,married,secondary,yes,0,yes,no,cellular,0,jul,0,1,1,1,failure,no
4035,0,management,single,tertiary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
4036,1,technician,married,secondary,no,0,no,no,cellular,1,jan,1,1,1,1,failure,no
4037,0,services,divorced,secondary,no,1,yes,no,cellular,0,may,0,0,1,1,failure,no
4038,0,self-employed,single,tertiary,no,1,no,no,telephone,0,aug,1,0,1,1,failure,yes
4039,0,blue-collar,divorced,secondary,no,0,yes,no,cellular,1,may,0,0,1,1,failure,no
4040,0,student,single,primary,no,0,no,no,cellular,0,jul,1,0,1,1,other,no
4041,0,management,single,tertiary,no,0,no,no,cellular,0,aug,1,0,1,1,success,no
4042,0,self-employed,single,secondary,no,0,yes,no,cellular,1,may,0,0,1,1,failure,no
4043,1,retired,married,secondary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
4044,0,management,married,tertiary,no,1,yes,no,cellular,1,aug,1,0,1,1,failure,yes
4045,1,management,married,tertiary,no,0,no,no,cellular,1,aug,1,1,1,1,failure,no
4046,0,services,single,tertiary,no,0,yes,no,cellular,1,nov,1,0,1,1,failure,no
4047,0,technician,single,tertiary,no,0,no,no,cellular,0,jun,0,1,1,1,failure,no
4048,0,blue-collar,married,secondary,no,1,no,no,cellular,1,feb,1,1,1,1,failure,no
4049,1,retired,divorced,secondary,no,0,no,no,telephone,0,oct,1,0,1,1,failure,no
4050,0,services,married,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
4051,0,management,single,tertiary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,yes
4052,1,technician,married,secondary,no,1,yes,no,cellular,0,jun,0,0,1,1,failure,no
4053,1,retired,divorced,secondary,no,1,no,no,cellular,1,jul,0,1,1,1,failure,no
4054,1,services,married,secondary,no,1,yes,yes,cellular,1,apr,0,1,1,1,failure,no
4055,1,unemployed,married,tertiary,no,1,no,no,cellular,0,jul,0,1,1,1,failure,no
4056,0,admin.,married,tertiary,no,0,no,no,cellular,0,apr,0,0,1,1,failure,yes
4057,0,management,single,secondary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
4058,0,admin.,single,secondary,no,0,yes,no,cellular,0,feb,0,0,1,1,failure,no
4059,0,technician,married,secondary,no,0,yes,no,cellular,1,aug,0,1,1,1,failure,no
4060,0,management,single,tertiary,no,0,no,no,cellular,1,may,0,0,1,1,failure,no
4061,0,services,single,secondary,no,0,yes,no,cellular,0,jun,0,1,1,1,failure,no
4062,0,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
4063,1,technician,married,secondary,no,0,yes,no,cellular,1,may,1,1,1,1,failure,no
4064,0,management,single,tertiary,no,1,no,no,cellular,0,jun,1,0,1,1,failure,no
4065,0,self-employed,single,tertiary,no,0,no,yes,cellular,1,jan,0,0,1,1,failure,no
4066,0,technician,married,secondary,no,0,no,no,cellular,0,jul,1,1,1,1,failure,no
4067,1,blue-collar,single,secondary,no,1,yes,yes,telephone,1,nov,0,0,1,1,failure,no
4068,0,blue-collar,married,primary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
4069,0,student,single,secondary,no,1,no,no,cellular,1,may,0,0,1,1,failure,no
4070,0,services,single,secondary,no,0,yes,no,cellular,1,apr,0,0,1,1,failure,no
4071,0,student,single,tertiary,no,0,no,no,cellular,0,feb,0,1,1,1,failure,no
4072,1,entrepreneur,divorced,secondary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,yes
4073,0,management,divorced,tertiary,no,0,yes,no,cellular,0,aug,1,1,1,1,failure,yes
4074,1,technician,divorced,secondary,no,0,yes,no,cellular,1,nov,1,0,1,1,failure,no
4075,1,admin.,married,primary,no,0,no,no,cellular,1,jun,1,1,1,1,failure,no
4076,0,services,single,secondary,no,1,no,no,cellular,1,jun,1,1,1,1,failure,no
4077,1,retired,single,secondary,no,0,no,no,telephone,0,feb,1,1,1,1,failure,no
4078,0,blue-collar,single,secondary,no,0,no,no,cellular,0,may,0,1,1,1,failure,no
4079,1,blue-collar,single,primary,no,1,yes,no,cellular,1,jul,0,1,1,1,failure,no
4080,0,management,single,tertiary,no,1,no,no,cellular,0,nov,0,1,1,1,failure,no
4081,0,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
4082,1,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,1,nov,1,0,1,1,failure,no
4083,0,admin.,single,secondary,no,0,yes,yes,cellular,1,jul,0,1,1,1,failure,no
4084,1,blue-collar,married,secondary,no,0,no,no,telephone,0,may,1,1,1,1,failure,yes
4085,0,entrepreneur,divorced,secondary,no,0,yes,yes,cellular,0,may,1,1,1,1,failure,yes
4086,0,management,married,tertiary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
4087,1,management,married,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
4088,1,services,married,secondary,no,1,yes,no,telephone,0,feb,0,1,1,1,failure,no
4089,1,blue-collar,married,secondary,no,1,yes,no,cellular,1,may,0,1,1,1,failure,no
4090,1,blue-collar,married,tertiary,no,1,yes,no,cellular,1,apr,0,1,1,1,failure,no
4091,1,management,married,tertiary,no,1,no,no,cellular,0,oct,1,0,1,1,failure,no
4092,1,blue-collar,married,secondary,no,0,yes,no,cellular,1,nov,0,1,1,1,failure,no
4093,1,services,married,secondary,yes,0,yes,yes,cellular,1,may,1,1,1,1,failure,no
4094,0,blue-collar,single,primary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
4095,1,technician,married,secondary,no,0,yes,no,cellular,1,may,0,0,1,1,failure,no
4096,1,unemployed,divorced,secondary,no,0,yes,no,cellular,1,jul,1,1,1,1,failure,no
4097,1,self-employed,divorced,secondary,no,0,no,no,cellular,1,jul,1,1,1,1,failure,yes
4098,0,blue-collar,married,tertiary,no,1,no,no,cellular,1,nov,1,0,1,1,failure,no
4099,0,services,single,secondary,no,0,no,no,cellular,0,jul,1,1,1,1,failure,no
4100,1,technician,married,secondary,no,0,yes,no,telephone,1,jul,1,1,1,1,failure,no
4101,0,management,married,tertiary,no,0,no,no,cellular,1,aug,1,1,1,1,failure,no
4102,1,management,married,tertiary,no,0,no,no,cellular,0,oct,1,1,1,1,success,yes
4103,0,technician,married,secondary,no,1,no,no,cellular,1,apr,0,0,1,1,failure,no
4104,0,services,single,secondary,no,0,no,yes,cellular,0,jul,1,1,1,1,failure,no
4105,0,admin.,single,secondary,no,0,no,yes,cellular,1,jun,1,1,1,1,failure,yes
4106,0,management,single,tertiary,no,0,no,no,cellular,0,mar,1,1,1,1,failure,yes
4107,1,retired,divorced,tertiary,no,1,no,no,telephone,1,apr,1,0,1,1,failure,no
4108,1,blue-collar,married,secondary,no,0,no,yes,cellular,1,jul,0,1,1,1,failure,no
4109,1,blue-collar,married,primary,no,1,no,no,cellular,1,aug,0,1,1,1,failure,no
4110,0,management,single,tertiary,no,1,yes,no,cellular,0,jun,0,0,1,1,success,no
4111,1,blue-collar,married,secondary,no,1,yes,yes,cellular,1,apr,1,1,1,1,failure,no
4112,1,technician,single,secondary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
4113,0,blue-collar,married,primary,no,0,yes,no,cellular,1,may,1,1,1,1,failure,no
4114,0,blue-collar,single,secondary,no,1,yes,yes,cellular,0,jun,1,0,1,1,failure,no
4115,1,management,divorced,tertiary,no,0,no,no,cellular,1,jun,1,1,1,1,failure,no
4116,1,entrepreneur,married,tertiary,no,1,no,yes,cellular,1,jul,0,0,1,1,failure,no
4117,1,technician,divorced,secondary,no,0,yes,yes,cellular,0,jul,0,0,1,1,failure,no
4118,0,blue-collar,married,tertiary,no,0,yes,no,cellular,1,jun,0,1,1,1,failure,no
4119,1,blue-collar,married,secondary,no,1,yes,no,cellular,1,jan,1,1,1,1,failure,no
4120,0,admin.,married,secondary,no,0,yes,no,telephone,0,feb,1,0,1,1,failure,no
4121,1,blue-collar,married,primary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
4122,0,self-employed,single,tertiary,no,1,no,no,cellular,1,may,1,0,1,1,failure,yes
4123,0,blue-collar,married,tertiary,no,0,no,no,cellular,0,oct,0,0,1,1,failure,no
4124,1,blue-collar,married,primary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
4125,0,blue-collar,single,secondary,no,0,yes,no,cellular,1,jul,1,0,1,1,failure,yes
4126,0,self-employed,single,tertiary,no,1,no,no,cellular,1,jun,1,0,1,1,failure,no
4127,1,technician,married,secondary,no,1,no,no,cellular,1,aug,1,1,1,1,failure,no
4128,1,technician,married,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,other,no
4129,1,management,married,tertiary,no,1,no,no,cellular,1,nov,1,0,1,1,failure,yes
4130,1,technician,divorced,secondary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
4131,0,blue-collar,married,tertiary,yes,0,yes,no,cellular,1,nov,0,1,1,1,failure,no
4132,0,management,married,tertiary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
4133,1,technician,divorced,tertiary,no,1,yes,yes,cellular,0,jul,0,1,1,1,failure,no
4134,0,student,single,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
4135,1,entrepreneur,married,secondary,no,0,no,yes,cellular,1,jul,0,1,1,1,failure,no
4136,0,self-employed,married,tertiary,no,1,yes,no,cellular,1,nov,0,0,1,1,other,no
4137,1,entrepreneur,married,secondary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
4138,1,management,divorced,tertiary,no,1,no,no,cellular,0,aug,0,0,1,1,failure,no
4139,0,blue-collar,married,secondary,no,1,yes,yes,cellular,1,nov,0,0,1,1,failure,no
4140,0,admin.,single,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
4141,0,blue-collar,married,secondary,no,0,yes,no,cellular,1,may,1,1,1,1,failure,no
4142,0,technician,married,secondary,no,0,yes,yes,cellular,1,jul,1,1,1,1,failure,no
4143,1,technician,single,tertiary,no,1,no,no,cellular,1,aug,0,1,1,1,failure,no
4144,1,admin.,married,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
4145,0,admin.,married,tertiary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
4146,1,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
4147,1,management,single,tertiary,no,1,no,no,cellular,0,jun,0,0,1,1,failure,no
4148,1,blue-collar,married,primary,no,0,yes,no,cellular,1,apr,0,0,1,1,other,no
4149,1,technician,divorced,tertiary,no,1,no,no,cellular,0,jun,1,1,1,1,failure,yes
4150,0,technician,single,secondary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
4151,1,self-employed,married,tertiary,no,1,yes,no,cellular,1,nov,1,0,1,1,failure,no
4152,1,services,married,secondary,no,1,yes,no,cellular,0,may,1,0,1,1,other,no
4153,1,management,married,tertiary,no,0,no,no,cellular,1,nov,1,0,1,1,failure,no
4154,1,management,married,tertiary,no,0,no,no,cellular,0,jun,0,0,1,1,failure,no
4155,0,blue-collar,married,primary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
4156,1,blue-collar,divorced,secondary,no,0,no,yes,cellular,0,jul,0,0,1,1,failure,no
